country,region,happiness_rank,happiness_score,economy_(gdp_per_capita),family,health_(life_expectancy),freedom,trust_(government_corruption),generosity,dystopia_residual,year
Austria,Western Europe,10,7.245999813079834,1.375541925430298,1.4752224683761597,1.0157766342163086,0.5320748090744019,0.2262210696935653,0.2435666918754577,2.377548217773437,2019
Austria,Western Europe,9,7.29419994354248,1.31728553771973,1.43744492530823,1.00093352794647,0.603368878364563,0.281256139278412,0.25550976395607,2.39844608306885,2020
Austria,Western Europe,10,7.26779985427856,1.49216377735138,1.06242251396179,0.781758427619934,0.63998407125473,0.292055875062943,0.215089976787567,2.7842845916748,2021
Austria,Western Europe,11,7.16300010681152,1.93132257461548,1.16525661945343,0.773750185966492,0.622788727283478,0.329127043485642,0.193279474973679,2.14751529693604,2022
Austria,Western Europe,11,7.097300052642822,1.92671811580658,1.381974697113037,0.5345751643180847,0.6295605897903442,0.3096530735492706,0.1909468322992324,2.12389612197876,2023
Azerbaijan,Central and Eastern Europe,80,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,2015
Azerbaijan,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,2016
Azerbaijan,Central and Eastern Europe,85,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,1.76248168945312,2017
Azerbaijan,Central and Eastern Europe,87,5.2006001472473145,1.0240182876586914,1.16089129447937,0.6028764247894287,0.4298434853553772,0.176491767168045,0.030907966196537,1.7755656242370603,2018
Azerbaijan,Central and Eastern Europe,90,5.207699775695801,1.0428029298782349,1.1473350524902344,0.7688729763031006,0.3514722883701324,0.1821394562721252,0.035471923649311,1.679619073867798,2019
Azerbaijan,Central and Eastern Europe,89,5.16480016708374,0.990272700786591,1.18061304092407,0.731134057044983,0.467734724283218,0.247307181358337,0.0401132144033909,1.50763297080994,2020
Azerbaijan,Central and Eastern Europe,90,5.17080020904541,1.02484881877899,0.841063916683197,0.541015088558197,0.526176393032074,0.276053130626678,0.0427963696420193,1.9188437461853,2021
Azerbaijan*,Middle East and Northern Africa,92,5.17339992523193,1.45797896385193,1.0930347442627,0.559601187705994,0.600895166397095,0.340661019086838,0.0234291162341833,1.09778928756714,2022
Bahrain,Middle East and Northern Africa,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,2015
Bahrain,Middle East and Northern Africa,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,2016
Bahrain,Middle East and Northern Africa,41,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.257042169570923,0.172668486833572,1.65614938735962,2017
Bahrain,Middle East and Northern Africa,43,6.105100154876709,1.337769627571106,1.3656396865844729,0.6984155178070068,0.5943799614906311,0.1230628862977027,0.2429395169019699,1.742861270904541,2018
Bahrain,Middle East and Northern Africa,37,6.199399948120117,1.361810564994812,1.3675589561462402,0.8710972666740417,0.5356967449188232,0.1101435720920562,0.2549803853034973,1.698076248168945,2019
Bahrain,Middle East and Northern Africa,40,6.22730016708374,1.29669225215912,1.31532371044159,0.838836371898651,0.610399901866913,0.12669725716114,0.287453711032867,1.75191736221313,2020
Bahrain,Middle East and Northern Africa,22,6.64690017700195,1.40911638736725,0.899012088775635,0.661932170391083,0.661032259464264,0.138614639639854,0.246107786893845,2.63109970092773,2021
Bahrain,Middle East and Northern Africa,21,6.64690017700195,1.85397863388062,1.02893006801605,0.624890506267548,0.692910313606262,0.154591858386993,0.199259996414185,2.09235334396362,2022
Bahrain,Middle East and Northern Africa,42,6.173200130462647,1.8825600147247317,1.2693383693695068,0.3894852697849273,0.7483083009719849,0.1378032565116882,0.1992207467555999,1.546459674835205,2023
Bangladesh,Southern Asia,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,2015
Bangladesh,Southern Asia,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016
Bangladesh,Southern Asia,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.172255352139473,1.97873616218567,2017
Bangladesh,Southern Asia,115,4.500400066375732,0.5323375463485718,0.8495650887489319,0.5785332322120667,0.5796324014663696,0.143806591629982,0.1529800295829773,1.6635355949401855,2018
Bangladesh,Southern Asia,125,4.45580005645752,0.5622696280479431,0.9282450675964355,0.7227285504341125,0.5273915529251099,0.143401637673378,0.1657726615667343,1.4060297012329102,2019
Bangladesh,Southern Asia,107,4.83279991149902,0.556156277656555,0.868800580501556,0.694940507411957,0.604130566120148,0.176735907793045,0.176745116710663,1.75526189804077,2020
Bangladesh,Southern Asia,101,5.0246000289917,0.635474145412445,0.519957065582275,0.514059185981751,0.602648794651032,0.164317727088928,0.161001101136208,2.42713665962219,2021
Bangladesh,Southern Asia,94,5.15549993515015,1.06025636196136,0.613713145256043,0.580691277980804,0.622273147106171,0.186704367399216,0.12493634223938,1.96693158149719,2022
Bangladesh,Southern Asia,118,4.282100200653076,1.1326640844345093,0.5131068229675293,0.354702889919281,0.6166136264801025,0.1653891950845718,0.1391410231590271,1.3605048656463623,2023
Belarus,Central and Eastern Europe,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,2015
Belarus,Central and Eastern Europe,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,2016
Belarus,Central and Eastern Europe,67,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,1.72323298454285,2017
Belarus,Central and Eastern Europe,73,5.48330020904541,1.038780689239502,1.497761368751526,0.7001222372055054,0.3072832226753235,0.1543661952018737,0.1009749695658683,1.684037685394287,2018
Belarus,Central and Eastern Europe,81,5.322500228881836,1.0670274496078491,1.465442180633545,0.7886686325073242,0.2348659038543701,0.1415930241346359,0.0941325351595878,1.5308034420013428,2019
Belarus,Central and Eastern Europe,75,5.53989982604981,1.01885449886322,1.38713932037354,0.75258857011795,0.290755867958069,0.193607434630394,0.0899330601096153,1.80699110031128,2020
Belarus,Central and Eastern Europe,75,5.53350019454956,1.12424433231354,1.00715136528015,0.559822618961334,0.325983673334122,0.199388071894646,0.0703408643603325,2.24656581878662,2021
Belarus*,Central and Eastern Europe,65,5.82149982452393,1.56194531917572,1.15654194355011,0.628830254077911,0.341835886240006,0.282011061906815,0.0395503975450993,1.81073808670044,2022
Belgium,Western Europe,19,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484,2015
Belgium,Western Europe,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,2016
Belgium,Western Europe,17,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.251343131065369,0.231503337621689,2.12421035766602,2017
Belgium,Western Europe,16,6.9268999099731445,1.323522448539734,1.4828758239746094,0.8943246006965637,0.5826928019523621,0.2403932511806488,0.1880354583263397,2.215041160583496,2018
Belgium,Western Europe,18,6.922999858856201,1.3556736707687378,1.5043061971664429,0.9861642718315125,0.4725590944290161,0.2096650302410125,0.1597976386547088,2.234879493713379,2019
Belgium,Western Europe,20,6.86350011825562,1.29584276676178,1.39867758750916,0.964901149272919,0.499805420637131,0.208724051713943,0.146966159343719,2.34862661361694,2020
Belgium,Western Europe,20,6.83400011062622,1.46308195590973,0.997890293598175,0.747104644775391,0.488648325204849,0.187337666749954,0.0879252925515175,2.8620285987854,2021
Belgium,Western Europe,19,6.80499982833862,1.90725779533386,1.10615277290344,0.763656318187714,0.491943001747131,0.203541144728661,0.0493561327457428,2.28313684463501,2022
Belgium,Western Europe,17,6.859099864959717,1.9068782329559328,1.448750376701355,0.5277373194694519,0.5902925133705139,0.2725510895252228,0.137192815542221,1.9757428169250488,2023
Belize,Latin America and Caribbean,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,2016
Belize,Latin America and Caribbean,50,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.0965810716152191,0.240015640854836,2.63195562362671,2017
Belize,Latin America and Caribbean,49,5.955599784851074,0.8067291378974915,1.1008877754211426,0.4743328988552093,0.5927506685256958,0.088601566851139,0.1825596392154693,2.709784746170044,2018
Benin,Sub-Saharan Africa,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,2015
Benin,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016
Benin,Sub-Saharan Africa,143,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.0609290152788162,0.207948461174965,1.88563096523285,2017
Benin,Sub-Saharan Africa,136,4.14139986038208,0.3778038322925567,0.372498482465744,0.240425631403923,0.4397498071193695,0.0668337047100067,0.1632353663444519,2.4808173179626465,2018
Benin,Sub-Saharan Africa,102,4.883200168609619,0.3932730555534363,0.4374612271785736,0.3966019451618194,0.3494412899017334,0.0815335884690284,0.1753940433263778,3.0494983196258545,2019
Benin,Sub-Saharan Africa,86,5.21600008010864,0.366244703531265,0.352428436279297,0.328062951564789,0.405839890241623,0.12593187391758,0.196670427918434,3.44080972671509,2020
Benin,Sub-Saharan Africa,99,5.04519987106323,0.507160604000092,0.0583856403827667,0.196363002061844,0.457209289073944,0.17768806219101,0.165918275713921,3.48249506950378,2021
Benin,Sub-Saharan Africa,115,4.62319993972778,0.931734204292297,0.0637338533997536,0.334597557783127,0.478824824094772,0.229652389883995,0.126722663640976,2.45789861679077,2022
Benin,Sub-Saharan Africa,116,4.373700141906738,0.9240769147872924,0.241819828748703,0.1243779957294464,0.4813438951969147,0.2531726062297821,0.1136158779263496,2.235269069671631,2023
Bhutan,Southern Asia,79,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,1.63794,2015
Bhutan,Southern Asia,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,2016
Bhutan,Southern Asia,97,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.173380389809608,0.474054545164108,1.14018440246582,2017
Bhutan,Southern Asia,97,5.082099914550781,0.7963624000549316,1.3346152305603027,0.5265668034553528,0.5414953231811523,0.1708206832408905,0.3640072643756866,1.3482608795166016,2018
Bhutan,Southern Asia,95,5.082099914550781,0.8132838606834412,1.320763111114502,0.6041966676712036,0.4565445184707641,0.1672078967094421,0.3704829514026642,1.349649429321289,2019
Bolivia,Latin America and Caribbean,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,2015
Bolivia,Latin America and Caribbean,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,2016
Bolivia,Latin America and Caribbean,58,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.0604777261614799,0.22556072473526,2.44327902793884,2017
Bolivia,Latin America and Caribbean,62,5.75190019607544,0.7511102557182312,1.2230604887008667,0.5083884596824646,0.605736494064331,0.0538231916725635,0.1411533057689666,2.4686174392700195,2018
Bolivia,Latin America and Caribbean,61,5.779300212860107,0.7756845951080322,1.2091937065124512,0.7062997221946716,0.5114901065826416,0.0644494071602821,0.1365608870983123,2.375586032867432,2019
Bolivia,Latin America and Caribbean,65,5.74749994277954,0.730976343154907,1.14235055446625,0.662445664405823,0.574464499950409,0.0729426369071007,0.138375073671341,2.42592859268188,2020
Bolivia,Latin America and Caribbean,69,5.71589994430542,0.842107236385346,0.781760096549988,0.485753208398819,0.599769413471222,0.063987709581852,0.137535139918327,2.80498814582825,2021
Bolivia,Latin America and Caribbean,71,5.60029983520508,1.2558046579361,0.879862129688263,0.555287420749664,0.626860737800598,0.0641806647181511,0.111629873514175,2.1067111492157,2022
Bolivia,Latin America and Caribbean,69,5.684299945831299,1.2401587963104248,1.1872327327728271,0.3288326859474182,0.6476932764053345,0.0596605651080608,0.102779135107994,2.1179699897766118,2023
Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,2015
Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2.48406,2016
Bosnia and Herzegovina,Central and Eastern Europe,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,1.89217257499695,2017
Bosnia and Herzegovina,Central and Eastern Europe,93,5.12939977645874,0.9149173498153688,1.0780521631240845,0.7575580477714539,0.280308336019516,0.0,0.2159232646226883,1.8825948238372805,2018
Bosnia and Herzegovina,Central and Eastern Europe,78,5.386499881744385,0.9450775384902954,1.21160626411438,0.8445622324943542,0.2123163193464279,0.0055229975841939,0.2628892660140991,1.9045743942260744,2019
Bosnia and Herzegovina,Central and Eastern Europe,69,5.67409992218018,0.918395459651947,1.20398652553558,0.813928186893463,0.305365741252899,0.0011724870419129,0.264005243778229,2.1672420501709,2020
Bosnia and Herzegovina,Central and Eastern Europe,64,5.81309986114502,1.03228580951691,0.918712019920349,0.617946147918701,0.394984155893326,0.0051850909367203,0.261374622583389,2.58263111114502,2021
Bosnia and Herzegovina,Central and Eastern Europe,67,5.76800012588501,1.46825528144836,1.06801795959473,0.664843499660492,0.448137015104294,0.0055048023350536,0.243935257196426,1.86927533149719,2022
Bosnia and Herzegovina,Central and Eastern Europe,71,5.632500171661377,1.4665228128433228,1.361424684524536,0.4289939105510711,0.4850519001483917,0.0082740448415279,0.2471783906221389,1.6350252628326416,2023
Botswana,Sub-Saharan Africa,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015
Botswana,Sub-Saharan Africa,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016
Botswana,Sub-Saharan Africa,142,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0985831990838051,0.0993484482169151,0.3779137134552,2017
Botswana,Sub-Saharan Africa,146,3.5897998809814453,1.0165746212005615,1.1736152172088623,0.4165653884410858,0.5567956566810608,0.0922585576772689,0.0423686727881431,0.2916505336761474,2018
Botswana,Sub-Saharan Africa,148,3.4883999824523926,1.0409445762634275,1.1453176736831665,0.5384024381637573,0.4554431736469269,0.1000375524163246,0.0249929353594779,0.1832673549652099,2019
Botswana,Sub-Saharan Africa,147,3.47889995574951,0.997548997402191,1.08569478988647,0.494101732969284,0.509089410305023,0.101786367595196,0.033407486975193,0.257240533828735,2020
Botswana,Sub-Saharan Africa,146,3.46650004386902,1.09919774532318,0.724478185176849,0.3398677110672,0.538626194000244,0.0884678140282631,0.0273939240723848,0.648459911346436,2021
Botswana,Sub-Saharan Africa,132,3.43530011177063,1.4713940620422363,1.040647029876709,0.087047278881073,0.4798691272735595,0.0706936791539192,0.021277192980051,0.2643465995788574,2023
Botswana*,Sub-Saharan Africa,142,3.4711000919342,1.50258982181549,0.815473437309265,0.279800653457642,0.571353018283844,0.101992517709732,0.0124591356143355,0.187416315078735,2022
Brazil,Latin America and Caribbean,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26001,2015
Brazil,Latin America and Caribbean,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,3.50733,2016
Brazil,Latin America and Caribbean,22,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.111092761158943,0.16234989464283,2.76926708221436,2017
Brazil,Latin America and Caribbean,28,6.418900012969971,0.9858960509300232,1.4743058681488037,0.6751376390457153,0.4934636950492859,0.0878032743930816,0.1102583482861518,2.5920255184173584,2018
Brazil,Latin America and Caribbean,32,6.299799919128418,1.0041381120681765,1.4388982057571411,0.801733672618866,0.3898608386516571,0.0856592208147049,0.0992254167795181,2.4802939891815186,2019
Brazil,Latin America and Caribbean,32,6.37559986114502,0.952679872512817,1.36346411705017,0.766119062900543,0.483292728662491,0.106518603861332,0.131674587726593,2.57186031341553,2020
Brazil,Latin America and Caribbean,35,6.33010005950928,1.02784514427185,0.943968415260315,0.570778727531433,0.514313519001007,0.11666901409626,0.141625821590424,3.01490759849548,2021
Brazil,Latin America and Caribbean,38,6.292799949646,1.46188580989838,1.0441974401474,0.614586710929871,0.546346187591553,0.134277865290642,0.131041124463081,2.360506772995,2022
Brazil,Latin America and Caribbean,49,6.124599933624268,1.4544808864593506,1.250219464302063,0.3874067068099975,0.5584881901741028,0.1370965987443924,0.1314038187265396,2.205469846725464,2023
Bulgaria,Central and Eastern Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015
Bulgaria,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016
Bulgaria,Central and Eastern Europe,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.0110515309497714,0.113177694380283,0.996139287948608,2017
Bulgaria,Central and Eastern Europe,100,4.93310022354126,1.0544373989105225,1.515229105949402,0.7123537063598633,0.3587571680545807,0.0093419915065169,0.0642126351594924,1.21879243850708,2018
Bulgaria,Central and Eastern Europe,97,5.011000156402588,1.0915120840072632,1.51342511177063,0.8149205446243286,0.3107845783233642,0.0043610329739749,0.0807363018393516,1.1952710151672363,2019
Bulgaria,Central and Eastern Europe,96,5.10150003433228,1.04655468463898,1.46057891845703,0.777776896953583,0.417820066213608,0.0,0.103833712637424,1.29496145248413,2020
Bulgaria,Central and Eastern Europe,88,5.26550006866455,1.18096673488617,1.05475652217865,0.583357036113739,0.494172513484955,0.004608572460711,0.125027358531952,1.82262516021729,2021
Bulgaria,Central and Eastern Europe,85,5.3709001541137695,1.62494575977325,1.16289603710175,0.640314996242523,0.562840461730957,0.0212211403995752,0.123274512588978,1.23541927337646,2022
