Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Dystopia Residual
El Salvador,Latin America and Caribbean,34,6.348299980163570,0.7489404082298280,1.149397611618040,0.7527300119400020,0.5240439176559450,0.11893630027771000,0.11703035235405000,2.9371917247772200
Kosovo,Central and Eastern Europe,35,6.325200080871580,0.8404813408851620,1.1839628219604500,0.6727091670036320,0.557280421257019,0.325286865234375,0.008559023961424830,2.7369027137756300
Panama,Latin America and Caribbean,36,6.304800033569340,1.0976678133010900,1.376149296760560,0.8785465359687810,0.5798497796058660,0.09720730781555180,0.054230526089668300,2.2211761474609400
Slovakia,Central and Eastern Europe,37,6.280600070953370,1.1948376893997200,1.4243311882019000,0.8534652590751650,0.4235425293445590,0.11672977358102800,0.011291440576314900,2.2564220428466800
Uzbekistan,Central and Eastern Europe,38,6.257599830627440,0.6966529488563540,1.4340200424194300,0.7167037129402160,0.6932703256607060,0.3633110225200650,0.28026026487350500,2.0733466148376500
Chile,Latin America and Caribbean,39,6.228499889373780,1.0969924926757800,1.3232868909835800,0.8892608284950260,0.4174822270870210,0.15557900071144100,0.06284935027360920,2.283012866973880
Bahrain,Middle East and Northern Africa,40,6.22730016708374,1.2966922521591200,1.3153237104415900,0.8388363718986510,0.6103999018669130,0.28745371103286700,0.12669725716114000,1.7519173622131300
Lithuania,Central and Eastern Europe,41,6.2154998779296900,1.1935596466064500,1.4328657388687100,0.7954211831092830,0.4204607903957370,0.053691040724515900,0.08135027438402180,2.2381460666656500
Trinidad and Tobago,Latin America and Caribbean,42,6.19189977645874,1.167641520500180,1.4073262214660600,0.6588285565376280,0.5529311299324040,0.1993582546710970,0.01507839560508730,2.1906957626342800
Poland,Central and Eastern Europe,43,6.186299800872800,1.1692291498184200,1.3103997707366900,0.8680384755134580,0.557903528213501,0.06337424367666250,0.16054125130176500,2.056797981262210
Colombia,Latin America and Caribbean,44,6.163400173187260,0.9322037100791930,1.3344509601593000,0.8100201487541200,0.5268900394439700,0.09237409383058550,0.04584836959838870,2.421656608581540
Cyprus,Western Europe,45,6.158999919891360,1.2127994298934900,1.1491707563400300,1.0261245965957600,0.45938587188720700,0.22793233394622800,0.05120714381337170,2.032334804534910
Nicaragua,Latin America and Caribbean,46,6.1371002197265600,0.6200331449508670,1.270812749862670,0.8030932545661930,0.5601173043251040,0.2128714770078660,0.17408457398414600,2.4960811138153100
Romania,Central and Eastern Europe,47,6.123700141906740,1.1204016208648700,1.194438099861150,0.7922948598861690,0.5348523259162900,0.06818161904811860,0.0008295688312500720,2.412749767303470
Kuwait,Middle East and Northern Africa,48,6.102099895477300,1.4248336553573600,1.2447798252105700,0.7764689326286320,0.5702614188194280,0.13275109231472000,0.11281493306160000,1.8401679992675800
Mauritius,Sub-Saharan Africa,49,6.10129976272583,1.0736639499664300,1.3956668376922600,0.7633894085884090,0.5908381342887880,0.18689455091953300,0.08408822864294050,2.006720542907720
Kazakhstan,Central and Eastern Europe,50,6.0578999519348100,1.1225942373275800,1.4532676935195900,0.6987889409065250,0.497432142496109,0.15371379256248500,0.1104636862874030,2.0216026306152300
Estonia,Central and Eastern Europe,51,6.0218000411987300,1.1924412250518800,1.4532325267791700,0.842615008354187,0.5766648054122930,0.12513674795627600,0.20176681876182600,1.6299281120300300
Philippines,Southeastern Asia,52,6.00600004196167,0.7751206755638120,1.2453817129135100,0.6021894812583920,0.6219151616096500,0.12926021218299900,0.13038572669029200,2.501741886138920
Hungary,Central and Eastern Europe,53,6.000400066375730,1.1643071174621600,1.4230093955993700,0.8067938685417180,0.38640180230140700,0.0704912394285202,0.02754817344248300,2.1218457221984900
Thailand,Southeastern Asia,54,5.998799800872800,1.0070292949676500,1.3475195169448900,0.7938558459281920,0.6094498038291930,0.3767090141773220,0.031837861984968200,1.8323841094970700
Argentina,Latin America and Caribbean,55,5.974699974060060,1.0284656286239600,1.3725436925888100,0.8497737050056460,0.5208403468132020,0.07010047137737270,0.060415059328079200,2.0725409984588600
Honduras,Latin America and Caribbean,56,5.953199863433840,0.5987635850906370,1.18666410446167,0.7919899821281430,0.5681480765342710,0.25652819871902500,0.08680710196495060,2.4642953872680700
Latvia,Central and Eastern Europe,57,5.949999809265140,1.1413954496383700,1.4143987894058200,0.7779024243354800,0.32919880747795100,0.07540794461965560,0.09039152413606640,2.1212830543518100
Ecuador,Latin America and Caribbean,58,5.92519998550415,0.8533836007118230,1.2210276126861600,0.838837742805481,0.5552345514297490,0.1150064766407010,0.08675338327884670,2.2549338340759300
Portugal,Western Europe,59,5.910900115966800,1.1688008308410600,1.339530348777770,0.9793152809143070,0.5898951888084410,0.053036946803331400,0.027733465656638100,1.752558708190920
Jamaica,Latin America and Caribbean,60,5.889800071716310,0.7790583968162540,1.4082891941070600,0.7884340882301330,0.5531246066093450,0.11626849323511100,0.03014778532087800,2.2144365310668900
South Korea,Eastern Asia,61,5.872399806976320,1.2453006505966200,1.1335605382919300,1.0225425958633400,0.2593563497066500,0.17030386626720400,0.09459628164768220,1.9467570781707800
Japan,Eastern Asia,62,5.870800018310550,1.2667241096496600,1.3323386907577500,1.0728813409805300,0.49546587467193600,0.035711780190467800,0.18143963813781700,1.4862003326416000
Peru,Latin America and Caribbean,63,5.796800136566160,0.9185491800308230,1.2084059715271000,0.8244441747665410,0.5132100582122800,0.0916118174791336,0.02703266032040120,2.2134995460510300
Serbia,Central and Eastern Europe,64,5.778200149536130,0.9881818294525150,1.3274489641189600,0.8284032940864560,0.3954284191131590,0.15028288960456800,0.05944714695215230,2.0290400981903100
Bolivia,Latin America and Caribbean,65,5.747499942779540,0.7309763431549070,1.1423505544662500,0.6624456644058230,0.5744644999504090,0.13837507367134100,0.07294263690710070,2.4259285926818800
Pakistan,Southern Asia,66,5.693299770355230,0.6167994737625120,0.8729795813560490,0.46993324160575900,0.40542173385620100,0.22870506346225700,0.12259212136268600,2.976876735687260
Paraguay,Latin America and Caribbean,67,5.6921000480651900,0.8979908227920530,1.3681975603103600,0.7358696460723880,0.5865100622177120,0.20429924130439800,0.06507737934589390,1.834125280380250
Dominican Republic,Latin America and Caribbean,68,5.689199924468990,0.9831918478012090,1.3288888931274400,0.741901695728302,0.562873899936676,0.11219678074121500,0.11594568192958800,1.8442468643188500
Bosnia and Herzegovina,Central and Eastern Europe,69,5.674099922180180,0.918395459651947,1.2039865255355800,0.8139281868934630,0.30536574125289900,0.26400524377822900,0.001172487041912970,2.1672420501709000
Moldova,Central and Eastern Europe,70,5.607500076293950,0.707916796207428,1.2373121976852400,0.7132994532585140,0.38957148790359500,0.17404918372631100,0.014378744177520300,2.3709683418273900
Tajikistan,Central and Eastern Europe,71,5.555699825286870,0.4748746156692510,1.218377709388730,0.680594801902771,0.5211411714553830,0.1824171245098110,0.22177991271019000,2.2565083503723100
Montenegro,Central and Eastern Europe,72,5.54610013961792,1.0101500749588000,1.265657901763920,0.8390288949012760,0.3032238483428960,0.1490103304386140,0.09843511134386060,1.880565881729130
Russia,Central and Eastern Europe,73,5.546000003814700,1.1269996166229200,1.3786441087722800,0.6804459095001220,0.3994995951652530,0.09904191642999650,0.045699361711740500,1.8157167434692400
Kyrgyzstan,Central and Eastern Europe,74,5.541500091552730,0.5131809711456300,1.3410366773605300,0.6806458830833440,0.6146177649497990,0.3013707399368290,0.03046669065952300,2.060206651687620
Belarus,Central and Eastern Europe,75,5.539899826049810,1.0188544988632200,1.3871393203735400,0.7525885701179500,0.29075586795806900,0.08993306010961530,0.19360743463039400,1.8069911003112800
North Cyprus,Western Europe,76,5.5355000495910600,1.2127994298934900,1.1830891370773300,1.0261245965957600,0.47788572311401400,0.19916005432605700,0.19980290532112100,1.2366876602172900
Greece,Western Europe,77,5.514999866485600,1.1280701160430900,1.1689735651016200,0.9794317483901980,0.17351634800434100,0.0,0.0488443523645401,2.016179084777830
Hong Kong S.A.R. of China,Eastern Asia,78,5.51039981842041,1.3767460584640500,1.2435842752456700,1.136630654335020,0.45935651659965500,0.2882809042930600,0.3324854373931890,0.6732931137084960
Croatia,Central and Eastern Europe,79,5.504700183868410,1.1090242862701400,1.3112648725509600,0.900575578212738,0.3814568817615510,0.11399897933006300,0.012325005605816800,1.6760292053222700
Libya,Middle East and Northern Africa,80,5.488800048828130,1.021913766860960,1.1962836980819700,0.6156266331672670,0.451354056596756,0.14275769889354700,0.17225807905197100,1.8885631561279300
Mongolia,Eastern Asia,81,5.456200122833250,0.9048727750778200,1.4589306116104100,0.6157881617546080,0.35570311546325700,0.2638857364654540,0.04653312638401990,1.8105275630950900
Malaysia,Southeastern Asia,82,5.384300231933590,1.1684216260910000,1.1740022897720300,0.7885118722915650,0.5969415307044980,0.2748861610889440,0.062163133174181000,1.3194208145141600
Vietnam,Southeastern Asia,83,5.353499889373780,0.7180923819541930,1.2530747652053800,0.819133996963501,0.6508355736732480,0.13648872077465100,0.08984845876693730,1.6859779357910200
Indonesia,Southeastern Asia,84,5.285600185394290,0.891720712184906,1.1548008918762200,0.6104370355606080,0.5681614279747010,0.5426465272903440,0.03827861323952680,1.4795734882354700
Ivory Coast,Sub-Saharan Africa,85,5.23330020904541,0.5370944142341610,0.7997272610664370,0.15494251251220700,0.3971225321292880,0.1699155867099760,0.09349579364061360,3.0810225009918200
Benin,Sub-Saharan Africa,86,5.216000080108640,0.36624470353126500,0.3524284362792970,0.3280629515647890,0.4058398902416230,0.19667042791843400,0.12593187391758000,3.440809726715090
Maldives,Southern Asia,87,5.1975998878479,0.9378643035888670,1.4022876024246200,0.9144395589828490,0.5482036471366880,0.22419825196266200,0.07190649211406710,1.0986747741699200
Congo (Brazzaville),Sub-Saharan Africa,88,5.194399833679200,0.6336167454719540,0.7576360106468200,0.4581011235713960,0.3865143954753880,0.11721601337194400,0.11867078393697700,2.7226195335388200
Azerbaijan,Central and Eastern Europe,89,5.16480016708374,0.9902727007865910,1.1806130409240700,0.7311340570449830,0.4677347242832180,0.040113214403390900,0.2473071813583370,1.5076329708099400
Macedonia,Central and Eastern Europe,90,5.159800052642820,0.935371994972229,1.1831735372543300,0.8029941320419310,0.410224586725235,0.18586353957653000,0.02459505945444110,1.6175949573516800
Ghana,Sub-Saharan Africa,91,5.1479997634887700,0.575862467288971,0.9663679599761960,0.43216225504875200,0.4772900640964510,0.2612912058830260,0.0565703809261322,2.3784372806549100
Nepal,Southern Asia,92,5.137199878692630,0.4440503716468810,1.1007893085479700,0.6688793897628780,0.4806082546710970,0.3009718060493470,0.12750296294689200,2.0143868923187300
Turkey,Middle East and Northern Africa,93,5.131800174713140,1.1271692514419600,1.1971591711044300,0.7813352942466740,0.25440075993537900,0.08588556945323940,0.12098324298858600,1.5648167133331300
China,Eastern Asia,94,5.123899936676030,0.9905334115028380,1.1320806741714500,0.86724853515625,0.6016051173210140,0.07902104407548900,0.1172555536031720,1.336181879043580
Turkmenistan,Central and Eastern Europe,95,5.119100093841550,1.0089635848999000,1.5104769468307500,0.6124480366706850,0.5152366757392880,0.3231293261051180,0.03350389003753660,1.1153373718261700
Bulgaria,Central and Eastern Europe,96,5.101500034332280,1.046554684638980,1.4605789184570300,0.7777768969535830,0.4178200662136080,0.10383371263742400,0.0,1.2949614524841300
Morocco,Middle East and Northern Africa,97,5.094799995422360,0.7586221098899840,0.645208477973938,0.7450969219207760,0.4500541388988500,0.04003255069255830,0.07738560438156130,2.3784024715423600
Cameroon,Sub-Saharan Africa,98,5.08489990234375,0.5039580464363100,0.8997264504432680,0.2701895534992220,0.43924248218536400,0.1980201005935670,0.05439342185854910,2.7193708419799800
Venezuela,Latin America and Caribbean,99,5.053199768066410,0.7702386379241940,1.3485468626022300,0.7670255303382870,0.27171722054481500,0.08717915415763860,0.0636247768998146,1.7448408603668200
Algeria,Middle East and Northern Africa,100,5.005099773406980,0.9438560009002690,1.1430035829544100,0.7454185485839840,0.08394379913806920,0.11891501396894500,0.12919065356254600,1.8408117294311500
Senegal,Sub-Saharan Africa,101,4.980800151824950,0.5040618181228640,0.9545934200286870,0.5183919072151180,0.35240089893341100,0.16439713537693000,0.08186593651771550,2.4051239490509000
Guinea,Sub-Saharan Africa,102,4.9492998123168900,0.39000773429870600,0.7513659596443180,0.3336552381515500,0.371878057718277,0.24949084222316700,0.11220455914735800,2.740729808807370
Niger,Sub-Saharan Africa,103,4.909599781036380,0.10833033174276400,0.7038001418113710,0.29881635308265700,0.43531161546707200,0.2081768959760670,0.13755476474762000,3.0176305770874000
Laos,Southeastern Asia,104,4.888599872589110,0.7146938443183900,0.9873918890953060,0.4863782823085790,0.6120272874832150,0.2726671099662780,0.1942739635705950,1.621152639389040
Albania,Central and Eastern Europe,105,4.882699966430660,0.9066530466079710,0.8304839134216310,0.8463296294212340,0.46194589138031000,0.1710277646780010,0.025361284613609300,1.6408970355987500
Cambodia,Southeastern Asia,106,4.848400115966800,0.5446349382400510,1.0714260339736900,0.5879043340682980,0.6749403476715090,0.23334208130836500,0.07283750176429750,1.6633000373840300
Bangladesh,Southern Asia,107,4.832799911499020,0.5561562776565550,0.8688005805015560,0.6949405074119570,0.6041305661201480,0.17674511671066300,0.17673590779304500,1.7552618980407700
Gabon,Sub-Saharan Africa,108,4.8292999267578100,0.9880443811416630,1.1063975095748900,0.5225748419761660,0.3694598972797390,0.05201360210776330,0.0558045394718647,1.735027551651000
South Africa,Sub-Saharan Africa,109,4.8140997886657700,0.9021404385566710,1.25908625125885,0.4070340692996980,0.4347818195819860,0.12640684843063400,0.05950213968753820,1.625117301940920
Iraq,Middle East and Northern Africa,110,4.784800052642820,0.9820187091827390,1.0114666223526,0.5293506979942320,0.2835880517959600,0.153002068400383,0.07316499203443530,1.752173662185670
Lebanon,Middle East and Northern Africa,111,4.771500110626220,0.8892325162887570,1.1924933195114100,0.7886711359024050,0.18551667034626000,0.15852414071559900,0.021518146619200700,1.5355422496795700
Burkina Faso,Sub-Saharan Africa,112,4.768700122833250,0.3024676442146300,0.9293859004974370,0.31283387541770900,0.3223981559276580,0.18639060854911800,0.12640805542469000,2.5888264179229700
Gambia,Sub-Saharan Africa,113,4.7505998611450200,0.25699055194854700,0.8826786875724790,0.35324788093566900,0.40341952443122900,0.42598968744278000,0.15809379518032100,2.270216464996340
Mali,Sub-Saharan Africa,114,4.729300022125240,0.35246264934539800,0.9731417298316960,0.23498152196407300,0.3775344491004940,0.169667050242424,0.062146276235580400,2.559335231781010
Nigeria,Sub-Saharan Africa,115,4.724100112915040,0.6459018588066100,0.986717939376831,0.16783593595027900,0.4350794553756710,0.22132812440395400,0.04758993536233900,2.219635486602780
Armenia,Central and Eastern Europe,116,4.676799774169920,0.8082624077796940,1.0345768928527800,0.7758572697639470,0.37807580828666700,0.10722573846578600,0.10461818426847500,1.4681615829467800
Georgia,Central and Eastern Europe,117,4.672599792480470,0.8471980690956120,0.7311939001083370,0.6946576237678530,0.48549410700798000,0.047609735280275300,0.17408807575702700,1.6923983097076400
Iran,Middle East and Northern Africa,118,4.672399997711180,1.0293225049972500,0.8862711787223820,0.7490538358688350,0.3011954724788670,0.2769789397716520,0.1426515132188800,1.2869694232940700
Jordan,Middle East and Northern Africa,119,4.633399963378910,0.7851791977882390,1.1401185989379900,0.7776247262954710,0.4248550832271580,0.09149476885795590,0.15187862515449500,1.2622580528259300
Mozambique,Sub-Saharan Africa,120,4.623600006103520,0.17874136567115800,0.9552028775215150,0.3242236375808720,0.5607753396034240,0.22042210400104500,0.16306431591510800,2.2212162017822300
Kenya,Sub-Saharan Africa,121,4.583000183105470,0.47641339898109400,0.9050777554512020,0.5363127589225770,0.5191805362701420,0.39390209317207300,0.06720107793807980,1.6849045753479000
Namibia,Sub-Saharan Africa,122,4.571100234985350,0.8400819897651670,1.24573814868927,0.40687116980552700,0.4445989727973940,0.07645448297262190,0.05432034283876420,1.50303316116333
Ukraine,Central and Eastern Europe,123,4.560699939727780,0.7804346084594730,1.3213164806366000,0.6986743807792660,0.31942370533943200,0.1785513162612920,0.00965115986764431,1.252669334411620
Liberia,Sub-Saharan Africa,124,4.5578999519348100,0.1741030067205430,0.9207339286804200,0.3922842741012570,0.4059430956840520,0.22696787118911700,0.05113987624645230,2.3867578506469700
Palestinian Territories,Middle East and Northern Africa,125,4.552800178527830,0.5878192186355590,1.1947555541992200,0.61382657289505,0.298700749874115,0.0918162614107132,0.07191365212202070,1.6939857006073000
Uganda,Sub-Saharan Africa,126,4.432000160217290,0.3123374283313750,1.0523273944854700,0.3783116638660430,0.4016825556755070,0.2648073732852940,0.06381884217262270,1.9586710929870600
Chad,Sub-Saharan Africa,127,4.422699928283690,0.3022874891757970,0.7391182780265810,0.10874409973621400,0.22860176861286200,0.21080508828163100,0.08575540781021120,2.7474265098571800
Tunisia,Middle East and Northern Africa,128,4.392199993133550,0.8747426867485050,0.872167706489563,0.7811567187309270,0.23586055636405900,0.05588114261627200,0.043899573385715500,1.5284967422485400
Mauritania,Sub-Saharan Africa,129,4.374599933624270,0.5396848917007450,1.1133235692977900,0.42518481612205500,0.1857144832611080,0.12889966368675200,0.12225763499736800,1.8595573902130100
Sri Lanka,Southern Asia,130,4.327000141143800,0.8979869484901430,1.1949400901794400,0.7920367121696470,0.5286324620246890,0.2526661455631260,0.04944456368684770,0.6112885475158690
Congo (Kinshasa),Sub-Saharan Africa,131,4.310999870300290,0.062487468123436000,0.8330550193786620,0.2772120535373690,0.36462298035621600,0.25432488322258000,0.08146664500236510,2.437864303588870
Swaziland,Sub-Saharan Africa,132,4.30810022354126,0.8275397419929500,1.0648351907730100,0.2155858278274540,0.29993578791618300,0.06726483255624770,0.14676587283611300,1.6862072944641100
Myanmar,Southeastern Asia,133,4.308000087738040,0.6780909299850460,1.0981782674789400,0.49544307589530900,0.5974788665771480,0.5698137283325200,0.18753035366535200,0.6814625263214110
Comoros,Sub-Saharan Africa,134,4.288599967956540,0.4156207740306850,0.7232328057289120,0.4373833239078520,0.18102823197841600,0.25853827595710800,0.10004853457212400,2.172769069671630
Togo,Sub-Saharan Africa,135,4.18720006942749,0.2681162655353550,0.5476228594779970,0.34273117780685400,0.3035390377044680,0.20077425241470300,0.11482645571231800,2.409595251083370
Ethiopia,Sub-Saharan Africa,136,4.186200141906740,0.31512564420700100,1.0011032819747900,0.4838462471961980,0.4125668704509740,0.22769810259342200,0.11743703484535200,1.6284592151641800
Madagascar,Sub-Saharan Africa,137,4.165599822998050,0.24455320835113500,0.8236943483352660,0.5006170272827150,0.19296754896640800,0.19119006395340000,0.0762486383318901,2.136298418045040
Egypt,Middle East and Northern Africa,138,4.151400089263920,0.8752289414405820,0.9825395345687870,0.5969113111495970,0.37368473410606400,0.06880125403404240,0.09546179324388500,1.158818244934080
Sierra Leone,Sub-Saharan Africa,139,3.9263999462127700,0.240560382604599,0.7479849457740780,0.20395396649837500,0.38202768564224200,0.25764700770378100,0.0479409359395504,2.046271800994870
Burundi,Sub-Saharan Africa,140,3.7753000259399400,0.0,0.40357527136802700,0.29521283507347100,0.2753990590572360,0.18740178644657100,0.21218682825565300,2.4015073776245100
Zambia,Sub-Saharan Africa,141,3.759399890899660,0.5368337631225590,0.8960372805595400,0.36359333992004400,0.4913175404071810,0.25062090158462500,0.08670523762702940,1.1343393325805700
Haiti,Latin America and Caribbean,142,3.7207999229431200,0.28473442792892500,0.6466713547706600,0.37436673045158400,0.16929751634597800,0.46390965580940200,0.16193567216396300,1.6199169158935500
Lesotho,Sub-Saharan Africa,143,3.6528000831604000,0.45493873953819300,1.0889400243759200,0.10093481093645100,0.40936753153801000,0.10262764245271700,0.0504838228225708,1.4455139636993400
India,Southern Asia,144,3.5732998847961400,0.7305761575698850,0.6441986560821530,0.5405701398849490,0.581142246723175,0.23707248270511600,0.10558798164129300,0.734130859375
Malawi,Sub-Saharan Africa,145,3.5380001068115200,0.1765347272157670,0.5303680896759030,0.4461632966995240,0.48738983273506200,0.21318505704402900,0.1316339522600170,1.5527182817459100
Yemen,Middle East and Northern Africa,146,3.527400016784670,0.39270177483558700,1.1774771213531500,0.41500017046928400,0.24372148513793900,0.0946890115737915,0.08735212683677670,1.1164727210998500
Botswana,Sub-Saharan Africa,147,3.4788999557495100,0.9975489974021910,1.0856947898864700,0.49410173296928400,0.5090894103050230,0.033407486975193000,0.10178636759519600,0.25724053382873500
Tanzania,Sub-Saharan Africa,148,3.4762001037597700,0.45716312527656600,0.8726746439933780,0.4426778554916380,0.5093430876731870,0.27154091000556900,0.20388086140155800,0.7189633846282960
Central African Republic,Sub-Saharan Africa,149,3.4758999347686800,0.04107208177447320,0.0,0.0,0.2928144633769990,0.2535132169723510,0.028264718130230900,2.8601975440979000
Rwanda,Sub-Saharan Africa,150,3.312299966812130,0.34324267506599400,0.5228763222694400,0.5723832845687870,0.6040878891944890,0.23570498824119600,0.4855424761772160,0.5484449863433840
Zimbabwe,Sub-Saharan Africa,151,3.2992000579834000,0.4255640208721160,1.0478352308273300,0.37503761053085300,0.37740471959114100,0.15134918689727800,0.08092857897281650,0.8410310745239260
South Sudan,Sub-Saharan Africa,152,2.8166000843048100,0.28908297419548000,0.5532785058021550,0.208809033036232,0.06560925394296650,0.20993460714817000,0.11115679889917400,1.378751277923580
Afghanistan,Southern Asia,153,2.5669000148773200,0.30070585012435900,0.35643383860588100,0.2660515308380130,0.0,0.13523471355438200,0.0012257853522896800,1.5072356462478600
